movieId,title,genres,genres_clean,tags_combined,content_text,n_ratings,effective_alpha
281,Nobody's Fool (1994),Comedy|Drama|Romance,Comedy Drama Romance,,Comedy Drama Romance,14,0.5157894736842105
282,Nell (1994),Drama,Drama,disability twins,Drama disability twins,40,0.6222222222222221
283,New Jersey Drive (1995),Crime|Drama,Crime Drama,,Crime Drama,3,0.26249999999999996
284,New York Cop (Nyû Yôku no koppu) (1993),Action|Crime,Action Crime,,Action Crime,1,0.11666666666666665
285,Beyond Bedlam (1993),Drama|Horror,Drama Horror,,Drama Horror,1,0.11666666666666665
287,Nina Takes a Lover (1994),Comedy|Romance,Comedy Romance,,Comedy Romance,1,0.11666666666666665
288,Natural Born Killers (1994),Action|Crime|Thriller,Action Crime Thriller,brutality controversial dark comedy psychedelic satire stylized,Action Crime Thriller brutality controversial dark comedy psychedelic satire stylized,92,0.6639175257731958
289,Only You (1994),Comedy|Romance,Comedy Romance,,Comedy Romance,8,0.4307692307692308
290,Once Were Warriors (1994),Crime|Drama,Crime Drama,in netflix queue,Crime Drama in netflix queue,14,0.5157894736842105
291,Poison Ivy II (1996),Drama|Thriller,Drama Thriller,,Drama Thriller,3,0.26249999999999996
292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,Action Drama Sci-Fi Thriller,,Action Drama Sci-Fi Thriller,101,0.6669811320754717
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,Action Crime Drama Thriller,assassin jean reno hit men action assassin assassination assassins awkward romance corruption crime disturbing drama french friendship gary oldman great acting guns hit men hitman humorous imdb top 250 jean reno lolita theme loneliness love story luc besson natalie portman organized crime police police corruption quirky sniper tense touching unique,Action Crime Drama Thriller assassin jean reno hit men action assassin assassination assassins awkward romance corruption crime disturbing drama french friendship gary oldman great acting guns hit men hitman humorous imdb top 250 jean reno lolita theme loneliness love story luc besson natalie portman organized crime police police corruption quirky sniper tense touching unique,133,0.6746376811594202
294,"Perez Family, The (1995)",Comedy|Romance,Comedy Romance,,Comedy Romance,2,0.19999999999999998
295,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,Comedy Romance,,Comedy Romance,1,0.11666666666666665
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Comedy Crime Drama Thriller,good dialogue great soundtrack non-linear cult film drugs quentin tarantino tarantino hit men 1990s achronological action action packed aggressive amazing amazing dialogues anthology assassin atmospheric awesome bad ass bad language bad-ass bible biblical references big boys with guns big name actors black comedy black humor black humour blood blood splatters bloody bruce willis brutality casual violence character development characters classic classic movie coke comedy conversation cool cool style crime crime scene scrubbing cult cult classic cult film dance dancing dark dark comedy dark humor dialogue different diner disjointed timeline disturbing drama drug overdose drugs drugs & music ensemble cast entertaining entirely dialogue episodic exciting fast paced fast-paced film noir film-noir foul language fun funny gangster gangsters genius golden watch good dialogue good music gore great acting great dialogue great soundtrack gritty guns harvey keitel heroin highly quotable hit men hitman homosexuality humour iconic imdb top 250 innovative intellectual intelligent intense interesting intertwining storylines interwoven storylines ironic irony john travolta killer-as-protagonist los angeles mafia masterpiece meaningless violence milkshake mobster mobsters monologue motherfucker multiple stories multiple storylines neo-noir noir non-linear non-linear timeline nonlinear nonlinear narrative nonlinear storyline nonlinear timeline notable soundtrack offensive organised crime organized crime original original plot out of order palme d'or parody philosophical pop culture references psychological pulp quentin tarantino quirky quotable r:disturbing violent content including rape r:disturbing violent images r:graphic sexuality r:some violence r:strong bloody violence r:strong language r:sustained strong stylized violence r:violence random rape retro roger avary royal with cheese samuel l. jackson sarcasm satire sexy smart writing sophisticated soundtrack splatter steve buscemi storytelling stylish stylized suspense tarantino thought-provoking thriller travolta twist ending uma thurman unique unpredictable unusual very funny violence violent witty,Comedy Crime Drama Thriller good dialogue great soundtrack non-linear cult film drugs quentin tarantino tarantino hit men 1990s achronological action action packed aggressive amazing amazing dialogues anthology assassin atmospheric awesome bad ass bad language bad-ass bible biblical references big boys with guns big name actors black comedy black humor black humour blood blood splatters bloody bruce willis brutality casual violence character development characters classic classic movie coke comedy conversation cool cool style crime crime scene scrubbing cult cult classic cult film dance dancing dark dark comedy dark humor dialogue different diner disjointed timeline disturbing drama drug overdose drugs drugs & music ensemble cast entertaining entirely dialogue episodic exciting fast paced fast-paced film noir film-noir foul language fun funny gangster gangsters genius golden watch good dialogue good music gore great acting great dialogue great soundtrack gritty guns harvey keitel heroin highly quotable hit men hitman homosexuality humour iconic imdb top 250 innovative intellectual intelligent intense interesting intertwining storylines interwoven storylines ironic irony john travolta killer-as-protagonist los angeles mafia masterpiece meaningless violence milkshake mobster mobsters monologue motherfucker multiple stories multiple storylines neo-noir noir non-linear non-linear timeline nonlinear nonlinear narrative nonlinear storyline nonlinear timeline notable soundtrack offensive organised crime organized crime original original plot out of order palme d'or parody philosophical pop culture references psychological pulp quentin tarantino quirky quotable r:disturbing violent content including rape r:disturbing violent images r:graphic sexuality r:some violence r:strong bloody violence r:strong language r:sustained strong stylized violence r:violence random rape retro roger avary royal with cheese samuel l. jackson sarcasm satire sexy smart writing sophisticated soundtrack splatter steve buscemi storytelling stylish stylized suspense tarantino thought-provoking thriller travolta twist ending uma thurman unique unpredictable unusual very funny violence violent witty,307,0.6887820512820512
298,Pushing Hands (Tui shou) (1992),Drama,Drama,,Drama,1,0.11666666666666665
299,Priest (1994),Drama,Drama,,Drama,4,0.31111111111111106
300,Quiz Show (1994),Drama,Drama,tv,Drama tv,81,0.6593023255813953
301,Picture Bride (Bijo photo) (1994),Drama|Romance,Drama Romance,,Drama Romance,1,0.11666666666666665
302,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,Drama Romance,,Drama Romance,5,0.35
303,"Quick and the Dead, The (1995)",Action|Thriller|Western,Action Thriller Western,,Action Thriller Western,32,0.6054054054054054
304,Roommates (1995),Comedy|Drama,Comedy Drama,,Comedy Drama,3,0.26249999999999996
305,Ready to Wear (Pret-A-Porter) (1994),Comedy,Comedy,,Comedy,9,0.45
306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,Drama,,Drama,16,0.5333333333333332
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,Drama,death,Drama death,24,0.5793103448275861
308,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,Comedy Drama,marriage cynical,Comedy Drama marriage cynical,20,0.5599999999999999
310,Rent-a-Kid (1995),Comedy,Comedy,,Comedy,1,0.11666666666666665
311,Relative Fear (1994),Horror|Thriller,Horror Thriller,,Horror Thriller,1,0.11666666666666665
312,Stuart Saves His Family (1995),Comedy,Comedy,,Comedy,9,0.45
313,"Swan Princess, The (1994)",Animation|Children,Animation Children,,Animation Children,3,0.26249999999999996
314,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,Children Drama Fantasy Mystery,,Children Drama Fantasy Mystery,16,0.5333333333333332
315,"Specialist, The (1994)",Action|Drama|Thriller,Action Drama Thriller,,Action Drama Thriller,38,0.6186046511627906
316,Stargate (1994),Action|Adventure|Sci-Fi,Action Adventure Sci-Fi,time travel,Action Adventure Sci-Fi time travel,140,0.6758620689655173
317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,Comedy Drama Fantasy,christmas,Comedy Drama Fantasy christmas,81,0.6593023255813953
318,"Shawshank Redemption, The (1994)",Crime|Drama,Crime Drama,prison stephen king wrongful imprisonment morgan freeman,Crime Drama prison stephen king wrongful imprisonment morgan freeman,317,0.6891304347826087
319,Shallow Grave (1994),Comedy|Drama|Thriller,Comedy Drama Thriller,,Comedy Drama Thriller,20,0.5599999999999999
320,Suture (1993),Film-Noir|Thriller,Film-Noir Thriller,,Film-Noir Thriller,1,0.11666666666666665
321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,Drama,,Drama,2,0.19999999999999998
322,Swimming with Sharks (1995),Comedy|Drama,Comedy Drama,,Comedy Drama,10,0.4666666666666666
324,"Sum of Us, The (1994)",Comedy|Drama,Comedy Drama,,Comedy Drama,1,0.11666666666666665
325,National Lampoon's Senior Trip (1995),Comedy,Comedy,,Comedy,7,0.4083333333333333
326,To Live (Huozhe) (1994),Drama,Drama,in netflix queue,Drama in netflix queue,3,0.26249999999999996
327,Tank Girl (1995),Action|Comedy|Sci-Fi,Action Comedy Sci-Fi,,Action Comedy Sci-Fi,34,0.6102564102564102
328,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,Horror Thriller,,Horror Thriller,10,0.4666666666666666
329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,Adventure Drama Sci-Fi,enterprise,Adventure Drama Sci-Fi enterprise,108,0.6690265486725664
330,Tales from the Hood (1995),Action|Crime|Horror,Action Crime Horror,,Action Crime Horror,6,0.3818181818181818
331,Tom & Viv (1994),Drama,Drama,,Drama,2,0.19999999999999998
332,Village of the Damned (1995),Horror|Sci-Fi,Horror Sci-Fi,,Horror Sci-Fi,12,0.49411764705882355
333,Tommy Boy (1995),Comedy,Comedy,,Comedy,50,0.6363636363636364
334,Vanya on 42nd Street (1994),Drama,Drama,,Drama,5,0.35
335,Underneath (1995),Mystery|Thriller,Mystery Thriller,,Mystery Thriller,2,0.19999999999999998
336,"Walking Dead, The (1995)",Drama|War,Drama War,,Drama War,1,0.11666666666666665
337,What's Eating Gilbert Grape (1993),Drama,Drama,mental illness,Drama mental illness,77,0.6573170731707316
338,Virtuosity (1995),Action|Sci-Fi|Thriller,Action Sci-Fi Thriller,serial killer,Action Sci-Fi Thriller serial killer,19,0.5541666666666666
339,While You Were Sleeping (1995),Comedy|Romance,Comedy Romance,coma,Comedy Romance coma,98,0.6660194174757281
340,"War, The (1994)",Adventure|Drama|War,Adventure Drama War,,Adventure Drama War,5,0.35
341,Double Happiness (1994),Drama,Drama,,Drama,2,0.19999999999999998
342,Muriel's Wedding (1994),Comedy,Comedy,australia weddings,Comedy australia weddings,33,0.6078947368421053
343,"Baby-Sitters Club, The (1995)",Children,Children,,Children,5,0.35
344,Ace Ventura: Pet Detective (1994),Comedy,Comedy,,Comedy,161,0.6789156626506023
345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,Comedy Drama,cross dressing men in drag remade,Comedy Drama cross dressing men in drag remade,36,0.6146341463414634
346,Backbeat (1993),Drama|Musical,Drama Musical,,Drama Musical,6,0.3818181818181818
347,Bitter Moon (1992),Drama|Film-Noir|Romance,Drama Film-Noir Romance,,Drama Film-Noir Romance,6,0.3818181818181818
348,Bullets Over Broadway (1994),Comedy,Comedy,,Comedy,30,0.6
349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,Action Crime Drama Thriller,tom clancy,Action Crime Drama Thriller tom clancy,110,0.6695652173913044
350,"Client, The (1994)",Drama|Mystery|Thriller,Drama Mystery Thriller,john grisham,Drama Mystery Thriller john grisham,57,0.6435483870967741
351,"Corrina, Corrina (1994)",Comedy|Drama|Romance,Comedy Drama Romance,interracial romance,Comedy Drama Romance interracial romance,17,0.5409090909090909
352,Crooklyn (1994),Comedy|Drama,Comedy Drama,,Comedy Drama,2,0.19999999999999998
353,"Crow, The (1994)",Action|Crime|Fantasy|Thriller,Action Crime Fantasy Thriller,,Action Crime Fantasy Thriller,64,0.6492753623188405
354,Cobb (1994),Drama,Drama,,Drama,6,0.3818181818181818
355,"Flintstones, The (1994)",Children|Comedy|Fantasy,Children Comedy Fantasy,,Children Comedy Fantasy,42,0.6255319148936169
356,Forrest Gump (1994),Comedy|Drama|Romance|War,Comedy Drama Romance War,shrimp vietnam bubba gump shrimp lieutenant dan stupid is as stupid does bittersweet emotional heartwarming touching,Comedy Drama Romance War shrimp vietnam bubba gump shrimp lieutenant dan stupid is as stupid does bittersweet emotional heartwarming touching,329,0.6895209580838323
357,Four Weddings and a Funeral (1994),Comedy|Romance,Comedy Romance,wedding,Comedy Romance wedding,103,0.6675925925925925
358,Higher Learning (1995),Drama,Drama,,Drama,9,0.45
359,I Like It Like That (1994),Comedy|Drama|Romance,Comedy Drama Romance,,Comedy Drama Romance,1,0.11666666666666665
360,I Love Trouble (1994),Action|Comedy,Action Comedy,,Action Comedy,8,0.4307692307692308
361,It Could Happen to You (1994),Comedy|Drama|Romance,Comedy Drama Romance,gambling,Comedy Drama Romance gambling,17,0.5409090909090909
362,"Jungle Book, The (1994)",Adventure|Children|Romance,Adventure Children Romance,,Adventure Children Romance,34,0.6102564102564102
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary,Documentary,holocaust in netflix queue,Documentary holocaust in netflix queue,2,0.19999999999999998
364,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,Adventure Animation Children Drama Musical IMAX,disney disney animated feature oscar (best music - original score) soundtrack disney,Adventure Animation Children Drama Musical IMAX disney disney animated feature oscar (best music - original score) soundtrack disney,172,0.6802259887005649
365,Little Buddha (1993),Drama,Drama,,Drama,4,0.31111111111111106
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller,Drama Horror Mystery Thriller,,Drama Horror Mystery Thriller,12,0.49411764705882355
367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,Action Comedy Crime Fantasy,,Action Comedy Crime Fantasy,157,0.678395061728395
368,Maverick (1994),Adventure|Comedy|Western,Adventure Comedy Western,,Adventure Comedy Western,74,0.6556962025316455
369,Mrs. Parker and the Vicious Circle (1994),Drama,Drama,,Drama,2,0.19999999999999998
370,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy,Action Comedy,,Action Comedy,58,0.6444444444444444
371,"Paper, The (1994)",Comedy|Drama,Comedy Drama,journalism,Comedy Drama journalism,21,0.5653846153846154
372,Reality Bites (1994),Comedy|Drama|Romance,Comedy Drama Romance,,Comedy Drama Romance,21,0.5653846153846154
373,Red Rock West (1992),Thriller,Thriller,,Thriller,11,0.48124999999999996
374,Richie Rich (1994),Children|Comedy,Children Comedy,,Children Comedy,25,0.5833333333333334
376,"River Wild, The (1994)",Action|Thriller,Action Thriller,,Action Thriller,40,0.6222222222222221
377,Speed (1994),Action|Romance|Thriller,Action Romance Thriller,bus,Action Romance Thriller bus,171,0.6801136363636363
378,Speechless (1994),Comedy|Romance,Comedy Romance,,Comedy Romance,7,0.4083333333333333
379,Timecop (1994),Action|Sci-Fi|Thriller,Action Sci-Fi Thriller,,Action Sci-Fi Thriller,21,0.5653846153846154
380,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,Action Adventure Comedy Romance Thriller,spies,Action Adventure Comedy Romance Thriller spies,178,0.6808743169398906
381,When a Man Loves a Woman (1994),Drama|Romance,Drama Romance,alcoholism,Drama Romance alcoholism,11,0.48124999999999996
382,Wolf (1994),Drama|Horror|Romance|Thriller,Drama Horror Romance Thriller,,Drama Horror Romance Thriller,16,0.5333333333333332
383,Wyatt Earp (1994),Western,Western,,Western,21,0.5653846153846154
384,Bad Company (1995),Action|Crime|Drama,Action Crime Drama,,Action Crime Drama,2,0.19999999999999998
385,"Man of No Importance, A (1994)",Drama,Drama,,Drama,1,0.11666666666666665
386,S.F.W. (1994),Drama,Drama,,Drama,1,0.11666666666666665
387,"Low Down Dirty Shame, A (1994)",Action|Comedy,Action Comedy,,Action Comedy,4,0.31111111111111106
388,Boys Life (1995),Drama,Drama,,Drama,2,0.19999999999999998
389,"Colonel Chabert, Le (1994)",Drama|Romance|War,Drama Romance War,,Drama Romance War,2,0.19999999999999998
390,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama,Action Crime Drama,,Action Crime Drama,5,0.35
391,Jason's Lyric (1994),Crime|Drama,Crime Drama,,Crime Drama,1,0.11666666666666665
393,Street Fighter (1994),Action|Adventure|Fantasy,Action Adventure Fantasy,,Action Adventure Fantasy,10,0.4666666666666666
405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy,Action Fantasy,,Action Fantasy,12,0.49411764705882355
406,Federal Hill (1994),Drama,Drama,,Drama,1,0.11666666666666665
407,In the Mouth of Madness (1995),Horror|Thriller,Horror Thriller,,Horror Thriller,8,0.4307692307692308
